startup_id,industry,sub_industry,target_audience,customer_type,problem_solved,technology_used,business_model,revenue_model,market_size_category,market_growth_category,competition_level,founded_year,founded_country,geographic_market,total_funding_usd__HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION,funding_rounds__HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION,employee_count__HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION,startup_stage__HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION,success_label,success_indicator,leakage_warning
LL-053094,CleanTech,Clean Technology|Semiconductors,,,,,,,Unknown,Unknown,Low (dataset-derived),2009.0,Israel,Israel,5000000.0,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-053098,CleanTech,Clean Technology,,,,,,,Unknown,Unknown,Low (dataset-derived),2007.0,Sweden,Sweden,22921790.0,4.0,,Growth stage (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-053132,CleanTech,Clean Technology,,,,,,,Unknown,Unknown,Low (dataset-derived),2012.0,Zimbabwe,Zimbabwe,,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-053133,CleanTech,Clean Technology,,,,,,,Unknown,Unknown,High (dataset-derived),2014.0,United States,United States,,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-053138,CleanTech,Clean Technology|Electronics|Technology,,,,,,,Unknown,Unknown,High (dataset-derived),2004.0,United States,United States,105050000.0,7.0,,Acquired,1.0,Acquired,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-053139,CleanTech,Clean Technology,,,,,,,Unknown,Unknown,Low (dataset-derived),,Chile,Chile,40000.0,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-053157,CleanTech,Clean Technology,,,,,,,Unknown,Unknown,Low (dataset-derived),,Israel,Israel,1100000.0,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-053162,CleanTech,Clean Technology,,,,,,,Unknown,Unknown,Low (dataset-derived),2006.0,Sweden,Sweden,300000.0,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-053171,Other / Unspecified,,,,,,,,Unknown,Unknown,Unknown,,,,500000.0,1.0,,Closed,0.0,Failed / Closed,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-053173,Media & Entertainment,E-Commerce|Facebook Applications|Social Commerce|Social Media|Software,,,,,,,Unknown,Unknown,High (dataset-derived),2012.0,United States,United States,5000000.0,4.0,,Growth stage (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-053190,CleanTech,Clean Technology,,,,,,,Unknown,Unknown,High (dataset-derived),2005.0,United States,United States,223920614.0,7.0,,Growth stage (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-053192,ClimateTech,Distributors|Renewable Energies|Solar,,,,,,,Unknown,Unknown,Unknown,,,,2031980.0,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-053209,SaaS,Software,,,,,,,Unknown,Unknown,High (dataset-derived),,Canada,Canada,10210476.1904762,3.0,,Early stage (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-053224,HealthTech,Health and Wellness,,,,,,,Unknown,Unknown,High (dataset-derived),2007.0,United States,United States,33214215.0,8.0,,Growth stage (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-053245,HealthTech,Health Care,,,,,,,Unknown,Unknown,High (dataset-derived),1995.0,United States,United States,21950000.0,2.0,,Acquired,1.0,Acquired,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-053249,AgriTech,Agriculture|Software,,,,,,,Unknown,Unknown,Medium (dataset-derived),2009.0,United States,United States,23500000.0,3.0,,Acquired,1.0,Acquired,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-053261,MarTech,Advertising|Mobile|Publishing|Video,,,,,,,Unknown,Unknown,High (dataset-derived),2009.0,United States,United States,16500000.0,4.0,,Growth stage (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-053262,HealthTech,Biotechnology|Health Diagnostics,,,,,,,Unknown,Unknown,High (dataset-derived),2013.0,United States,United States,2000000.0,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-053300,MarTech,Advertising|App Marketing|Mobile,,,,,,,Unknown,Unknown,High (dataset-derived),2009.0,United Kingdom,United Kingdom,5500000.0,3.0,,Early stage (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-053319,HealthTech,Biotechnology,,,,,,,Unknown,Unknown,High (dataset-derived),2006.0,United States,United States,79349874.0,7.0,,Growth stage (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-053320,SaaS,Cloud Computing|Databases|Enterprises|Internet|Search|Software|Storage,,,,,,,Unknown,Unknown,Medium (dataset-derived),2007.0,Germany,Germany,,1.0,,Closed,0.0,Failed / Closed,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-053345,Media & Entertainment,Events|Music|Music Venues|Ticketing,,,,,,,Unknown,Unknown,Medium (dataset-derived),2012.0,Chile,Chile,153000.0,4.0,,Growth stage (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-053358,MarTech,Advertising|Publishing|Real Time,,,,,,,Unknown,Unknown,High (dataset-derived),2011.0,United States,United States,10400000.0,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-053368,E-commerce,Auto|Retail,,,,,,,Unknown,Unknown,High (dataset-derived),2007.0,United States,United States,65000.0,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-053400,SaaS,Analytics|Presentations|Real Time|Reviews and Recommendations,,,,,,,Unknown,Unknown,Low (dataset-derived),2013.0,Hungary,Hungary,,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-053402,CleanTech,Clean Technology|Lighting|Semiconductors,,,,,,,Unknown,Unknown,High (dataset-derived),2008.0,United States,United States,101600000.0,4.0,,Growth stage (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-053405,Other / Unspecified,Manufacturing,,,,,,,Unknown,Unknown,Unknown,2004.0,,,2075676.0,4.0,,Growth stage (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-053427,HealthTech,Health Care,,,,,,,Unknown,Unknown,High (dataset-derived),2004.0,United States,United States,91510000.0,7.0,,Growth stage (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-053432,Media & Entertainment,Audio|Media|Mobile|News,,,,,,,Unknown,Unknown,Unknown,2012.0,,,1500000.0,1.0,,Acquired,1.0,Acquired,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-053435,Media & Entertainment,Match-Making|Mobile|Networking|Online Dating|Social Media|Social Network Media|Social Search,,,,,,,Unknown,Unknown,High (dataset-derived),2013.0,United Kingdom,United Kingdom,,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-053438,Other / Unspecified,,,,,,,,Unknown,Unknown,Unknown,,,,,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-053455,Other / Unspecified,Messaging,,,,,,,Unknown,Unknown,High (dataset-derived),2011.0,United States,United States,150000.0,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-053463,Media & Entertainment,Music,,,,,,,Unknown,Unknown,High (dataset-derived),,United Kingdom,United Kingdom,2000000.0,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-053479,Media & Entertainment,Curated Web|MicroBlogging|Social Media|Social Network Media|Startups,,,,,,,Unknown,Unknown,Low (dataset-derived),,Austria,Austria,111520.0,2.0,,Early stage (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-053488,Cybersecurity,Open Source|Security|Software,,,,,,,Unknown,Unknown,High (dataset-derived),,United States,United States,500000.0,2.0,,Acquired,1.0,Acquired,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-053490,SaaS,Software,,,,,,,Unknown,Unknown,High (dataset-derived),2014.0,United States,United States,4000000.0,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-053505,FinTech,Finance,,,,,,,Unknown,Unknown,High (dataset-derived),2006.0,United States,United States,509167.0,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-053512,Other / Unspecified,,,,,,,,Unknown,Unknown,Unknown,,,,,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-053517,Mobility,Public Transportation,,,,,,,Unknown,Unknown,High (dataset-derived),,United States,United States,55000000.0,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-053521,Other / Unspecified,Consulting,,,,,,,Unknown,Unknown,High (dataset-derived),,United Kingdom,United Kingdom,38856.0,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-053529,SaaS,Software,,,,,,,Unknown,Unknown,High (dataset-derived),2005.0,United States,United States,2935000.0,2.0,,Early stage (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-053533,DeepTech,Nanotechnology,,,,,,,Unknown,Unknown,High (dataset-derived),2001.0,United States,United States,5700000.0,8.0,,Growth stage (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-053552,Other / Unspecified,College Campuses|Colleges|Local Businesses|Mobile,,,,,,,Unknown,Unknown,High (dataset-derived),2013.0,United States,United States,30000.0,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-053561,E-commerce,E-Commerce|Email|Gift Card|Services|Web Hosting,,,,,,,Unknown,Unknown,High (dataset-derived),2005.0,United States,United States,1300000.0,2.0,,Early stage (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-053566,Other / Unspecified,,,,,,,,Unknown,Unknown,Unknown,,,,4000000.0,1.0,,Closed,0.0,Failed / Closed,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-053574,SaaS,Software,,,,,,,Unknown,Unknown,High (dataset-derived),2007.0,United States,United States,42000000.0,3.0,,Early stage (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-053651,HealthTech,Collaboration|Curated Web|Life Sciences,,,,,,,Unknown,Unknown,High (dataset-derived),1998.0,United States,United States,700000.0,2.0,,Early stage (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-053657,Other / Unspecified,Messaging|Mobile|Mobile Commerce,,,,,,,Unknown,Unknown,High (dataset-derived),2013.0,United States,United States,2300000.0,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-053658,Other / Unspecified,Apps,,,,,,,Unknown,Unknown,High (dataset-derived),2012.0,United States,United States,,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-053665,SaaS,Software,,,,,,,Unknown,Unknown,High (dataset-derived),2010.0,United States,United States,600715.0,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-053679,SaaS,Software,,,,,,,Unknown,Unknown,High (dataset-derived),2003.0,France,France,5420000.0,2.0,,Acquired,1.0,Acquired,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-053694,E-commerce,Analytics|Big Data|Business Intelligence|Developer APIs|Lead Generation|Machine Learning|Marketplaces|Semantic Web|Text Analytics,,,,,,,Unknown,Unknown,Medium (dataset-derived),2012.0,Italy,Italy,1800000.0,2.0,,Early stage (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-053698,Mobility,Automotive|Customer Service|Hardware + Software|Mobile,,,,,,,Unknown,Unknown,High (dataset-derived),2005.0,United States,United States,2400000.0,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-053717,HealthTech,Consulting|Health and Wellness|Health Care|Hospitals,,,,,,,Unknown,Unknown,High (dataset-derived),2004.0,United States,United States,36850000.0,2.0,,Early stage (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-053729,Other / Unspecified,Consulting|Enterprises,,,,,,,Unknown,Unknown,Unknown,2013.0,,,,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-053730,PropTech,Analytics|Architecture|B2B|Construction|Lead Generation|Sales and Marketing,,,,,,,Unknown,Unknown,Medium (dataset-derived),2013.0,United Kingdom,United Kingdom,189406.0,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-053732,MarTech,Advertising|News|Printing,,,,,,,Unknown,Unknown,High (dataset-derived),2006.0,United Kingdom,United Kingdom,1406733.0,4.0,,Growth stage (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-053736,Media & Entertainment,Entertainment|Mobile|Sports,,,,,,,Unknown,Unknown,Unknown,2014.0,,,20000.0,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-053752,Other / Unspecified,Consumer Electronics|Electronics,,,,,,,Unknown,Unknown,High (dataset-derived),2013.0,Canada,Canada,,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-053754,SaaS,Software,,,,,,,Unknown,Unknown,High (dataset-derived),1999.0,United States,United States,500000.0,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-053758,Other / Unspecified,Manufacturing,,,,,,,Unknown,Unknown,High (dataset-derived),1996.0,United States,United States,7500000.0,1.0,,Acquired,1.0,Acquired,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-053785,MarTech,Advertising,,,,,,,Unknown,Unknown,High (dataset-derived),2003.0,United States,United States,5000000.0,1.0,,Closed,0.0,Failed / Closed,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-053788,Other / Unspecified,Internet,,,,,,,Unknown,Unknown,High (dataset-derived),,United States,United States,,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-053798,FinTech,Career Planning|Collaboration|Curated Web|Events|Finance|Private Social Networking|Productivity Software|Project Management|Small and Medium Businesses,,,,,,,Unknown,Unknown,High (dataset-derived),2007.0,United States,United States,300000.0,1.0,,Closed,0.0,Failed / Closed,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-053810,SaaS,SaaS,,,,,,,Unknown,Unknown,Low (dataset-derived),2013.0,Austria,Austria,135002.0,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-053831,E-commerce,Consumer Electronics|E-Commerce|Mobile|Tablets,,,,,,,Unknown,Unknown,Medium (dataset-derived),2010.0,India,India,,3.0,,Early stage (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-053841,Other / Unspecified,Information Technology,,,,,,,Unknown,Unknown,High (dataset-derived),2012.0,United States,United States,150000.0,1.0,,Closed,0.0,Failed / Closed,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-053843,SaaS,Software,,,,,,,Unknown,Unknown,High (dataset-derived),2006.0,United States,United States,70101284.0,9.0,,Growth stage (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-053845,Media & Entertainment,Entertainment,,,,,,,Unknown,Unknown,Unknown,2003.0,,,,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-053849,MarTech,Advertising|Games,,,,,,,Unknown,Unknown,Low (dataset-derived),2004.0,Netherlands,Netherlands,,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-053862,HealthTech,Health Care,,,,,,,Unknown,Unknown,High (dataset-derived),2004.0,United States,United States,20610000.0,2.0,,Early stage (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-053874,HealthTech,Health Care,,,,,,,Unknown,Unknown,High (dataset-derived),2004.0,United States,United States,1083695.0,2.0,,Early stage (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-053876,HealthTech,Health Care,,,,,,,Unknown,Unknown,High (dataset-derived),2009.0,United States,United States,13348172.0,3.0,,Public (post-IPO),1.0,IPO,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-053888,SaaS,Bicycles|Collaborative Consumption|Curated Web|File Sharing|Online Rental|Peer-to-Peer,,,,,,,Unknown,Unknown,High (dataset-derived),2011.0,United States,United States,2000000.0,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
