startup_id,startup_name,company_description,website,founded_year,founded_country,headquarters_country,headquarters_city,industry,sub_industry,business_category,target_audience,customer_type,problem_solved,solution_description,technology_used,business_model,revenue_model,pricing_model,revenue_stream,geographic_market,market_size_category,market_growth_category,demand_level,competition_level,competitor_count,total_funding_usd,funding_rounds,last_funding_date,last_funding_amount_usd,major_investors,employee_count,startup_stage,latest_known_valuation_usd,startup_status,acquisition_status,acquisition_date,ipo_status,ipo_date,shutdown_date,success_indicator,success_label,outcome_reason,data_quality,source,source_url,last_verified_date,possible_duplicate_flag
LL-058211,Tiinkk,,http://www.tiinkk.com,2013.0,United States,United States,New York,Media & Entertainment,Market Research|Mobile|Opinions|Social Media,Market Research,,,,,,,,,,United States,Unknown,Unknown,Unknown,High (dataset-derived),3740.0,300000.0,1.0,2013-09-19,,,,Seed (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-058228,Tiller Systems,,http://www.tillersystems.com,2014.0,France,France,Paris,E-commerce,Point of Sale|Retail|Shopping,,,,,,,,,,,France,Unknown,Unknown,Unknown,Medium (dataset-derived),83.0,111960.0,1.0,2015-01-26,,,,Seed (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase,https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-058241,TimeFlash,,http://timeflash.com,2014.0,United States,United States,New York,Other / Unspecified,Apps,,,,,,,,,,,United States,Unknown,Unknown,Unknown,High (dataset-derived),6495.0,3020512.0,2.0,2015-01-16,,,,Early stage (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase,https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-058244,Time Solutions Ltd,,https://www.timecamp.com,2008.0,United States,United States,Los Angeles,SaaS,Enterprise Software|Software|Tracking,Tracking,,,,,,,,,,United States,Unknown,Unknown,Unknown,High (dataset-derived),6734.0,170000.0,3.0,2013-08-10,,,,Early stage (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-058282,Timetric,,http://timetric.com,2008.0,United Kingdom,United Kingdom,London,SaaS,Analytics|Big Data Analytics|Visualization,Big Data Analytics,,,,,,,,,,United Kingdom,Unknown,Unknown,Unknown,High (dataset-derived),559.0,,1.0,2010-03-23,,,,Seed (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-058289,TINBOX,,http://get-tinbox.com,2014.0,France,France,Paris,Other / Unspecified,Charity|Communities|Mobile|Non Profit,,,,,,,,,,,France,Unknown,Unknown,Unknown,High (dataset-derived),202.0,100000.0,1.0,2014-10-01,,,,Seed (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase,https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-058298,Tink,,http://www.tinkapp.com,2012.0,Sweden,Sweden,Stockholm,SaaS,Curated Web,Curated Web,,,,,,,,,,Sweden,Unknown,Unknown,Unknown,Medium (dataset-derived),71.0,4000000.0,1.0,2014-09-11,,,,Seed (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-058303,Tinkergarten,,http://www.tinkergarten.com,2014.0,United States,United States,Brooklyn,EdTech,Education,,,,,,,,,,,United States,Unknown,Unknown,Unknown,High (dataset-derived),1231.0,500000.0,1.0,2015-05-14,,,,Seed (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase,https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-058309,Tint,,http://tintup.com,2013.0,,,,Media & Entertainment,B2B|Curated Web|Ediscovery|Internet|Social Media|Software,,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,,370000.0,2.0,2012-06-19,,,,Early stage (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase,https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-058339,TIP Imaging,,,,United States,United States,Cleveland,HealthTech,Health Care|Medical|Technology,,,,,,,,,,,United States,Unknown,Unknown,Unknown,High (dataset-derived),6881.0,100000.0,1.0,2012-03-23,,,,Seed (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase,https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-058342,TIP Solutions,,http://www.tipsolutions.com,2009.0,United States,United States,Chicago,SaaS,Android|Apps|iPhone|Mobile|Software|Telecommunications,Apps,,,,,,,,,,United States,Unknown,Unknown,Unknown,High (dataset-derived),6734.0,4250000.0,2.0,2014-01-01,,,,Early stage (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-058353,tipple.me,,http://tipple.me/,2013.0,Ireland,Ireland,Dublin,Other / Unspecified,Apps|Brewing|Mobile,,,,,,,,,,,Ireland,Unknown,Unknown,Unknown,Medium (dataset-derived),47.0,54068.0,1.0,2013-10-01,,,,Seed (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase,https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-058363,TiqIQ,,http://www.tiqiq.com,2009.0,United States,United States,New York,E-commerce,E-Commerce|Ticketing,E-Commerce,,,,,,,,,,United States,Unknown,Unknown,Unknown,High (dataset-derived),1654.0,4000000.0,3.0,2014-02-20,,,,Early stage (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-058369,Tissue Genesis,,http://tissuegenesis.com,2001.0,United States,United States,Honolulu,HealthTech,Biotechnology,Biotechnology,,,,,,,,,,United States,Unknown,Unknown,Unknown,High (dataset-derived),6881.0,13939309.0,4.0,2014-09-03,,,,Growth stage (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-058373,TissueInformatics,,http://www.tissueinformatics.com/,,,,,HealthTech,Analytics|Bioinformatics|Biotechnology,,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,,12500000.0,1.0,2002-01-24,,,,Acquired,,acquired,Acquired,,Not IPO'd,,,Acquired,1.0,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase,https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-058406,Tizaro,,http://www.tizaro.com,2012.0,United Kingdom,United Kingdom,London,E-commerce,E-Commerce,E-Commerce,,,,,,,,,,United Kingdom,Unknown,Unknown,Unknown,High (dataset-derived),229.0,,1.0,2012-06-01,,,,Acquired,,acquired,Acquired,,Not IPO'd,,,Acquired,1.0,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-058408,Tizor Systems,,http://www.tizor.com,2002.0,United States,United States,Maynard,SaaS,Enterprise Software,Enterprise Software,,,,,,,,,,United States,Unknown,Unknown,Unknown,High (dataset-derived),6734.0,26300000.0,4.0,2008-02-12,,,,Acquired,,acquired,Acquired,,Not IPO'd,,,Acquired,1.0,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-058410,Tjobs S.A.,,http://www.tjobsrecruit.com,2011.0,Romania (non-standard code),Romania (non-standard code),Targu-mures,HRTech,Enterprise Software|Recruiting,Recruiting,,,,,,,,,,Romania (non-standard code),Unknown,Unknown,Unknown,Low (dataset-derived),2.0,668100.0,3.0,2014-05-14,,,,Early stage (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-058413,TKBT,,http://tkbt.com,2012.0,Australia,Australia,Canberra,LegalTech,Content Creators|Document Management|Legal,,,,,,,,,,,Australia,Unknown,Unknown,Unknown,Low (dataset-derived),2.0,681223.0,2.0,2014-01-16,,,,Early stage (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase,https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-058445,Toad Medical,,http://toadmedical.com,,United States,United States,Washoe Valley,HealthTech,Health Care,Health Care,,,,,,,,,,United States,Unknown,Unknown,Unknown,High (dataset-derived),6881.0,550000.0,1.0,2013-08-08,,,,Seed (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-058451,Tobly.co,,http://www.tobly.co,2014.0,United States,United States,New York,Other / Unspecified,Collaborative Consumption,,,,,,,,,,,United States,Unknown,Unknown,Unknown,High (dataset-derived),6495.0,75000.0,1.0,2014-06-20,,,,Seed (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase,https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-058465,Together Clinic,,http://togetherclinic.com/,2013.0,United States,United States,Lincoln,Other / Unspecified,Hospitals,,,,,,,,,,,United States,Unknown,Unknown,Unknown,High (dataset-derived),6495.0,500000.0,1.0,2014-12-19,,,,Seed (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase,https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-058467,Togethera,,http://www.togethera.com,2013.0,United Kingdom,United Kingdom,London,Other / Unspecified,Photography,Photography,,,,,,,,,,United Kingdom,Unknown,Unknown,Unknown,High (dataset-derived),690.0,713434.0,2.0,2015-09-07,,,,Early stage (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-058479,TokenEx,,https://www.tokenex.com,2010.0,United States,United States,Tulsa,FinTech,Cyber Security|Payments|Security,,,,,,,,,,,United States,Unknown,Unknown,Unknown,High (dataset-derived),1903.0,500000.0,2.0,2012-12-15,,,,Early stage (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase,https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-058492,Tolerx,,http://www.tolerx.com,,United States,United States,Cambridge,HealthTech,Biotechnology,Biotechnology,,,,,,,,,,United States,Unknown,Unknown,Unknown,High (dataset-derived),6881.0,114500000.0,4.0,2010-12-01,,,,Closed,,closed,Not acquired,,Not IPO'd,,,Failed / Closed,0.0,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-058494,TOLTEC PHARMACEUTICALS,,,2006.0,United States,United States,Chicago,HealthTech,Biotechnology,Biotechnology,,,,,,,,,,United States,Unknown,Unknown,Unknown,High (dataset-derived),6881.0,2929538.0,1.0,2015-01-16,,,,Seed (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-058497,Tom Kabinet,,http://www.tomkabinet.nl/,,,,,Media & Entertainment,Publishing,,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,,20323.0,1.0,2013-10-13,,,,Seed (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase,https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-058498,Toma Biosciences,,http://tomabio.com/,2011.0,United States,United States,Foster City,HealthTech,Biotechnology,Biotechnology,,,,,,,,,,United States,Unknown,Unknown,Unknown,High (dataset-derived),6881.0,8686418.0,2.0,2015-08-05,,,,Early stage (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-058527,Tonic Software,,http://www.tonicsoftware.com/,2001.0,United States,United States,Austin,SaaS,Internet|Software|Technology,,,,,,,,,,,United States,Unknown,Unknown,Unknown,High (dataset-derived),6734.0,4130000.0,1.0,2004-01-26,,,,Acquired,,acquired,Acquired,,Not IPO'd,,,Acquired,1.0,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase,https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-058530,TonyMoly,,http://eng.etonymoly.com/,,South Korea,South Korea,Seoul,Other / Unspecified,Cosmetics,,,,,,,,,,,South Korea,Unknown,Unknown,Unknown,Medium (dataset-derived),89.0,,1.0,2015-03-30,,,,Seed (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase,https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-058536,Tookitaki,,http://tookitaki.com,2013.0,Singapore,Singapore,Singapore,MarTech,Advertising|Social Media,Social Media,,,,,,,,,,Singapore,Unknown,Unknown,Unknown,Medium (dataset-derived),42.0,1225000.0,4.0,2015-01-06,,,,Growth stage (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-058543,Toolwi,,http://toolwi.com,2008.0,,,,SaaS,Blogging Platforms|Curated Web|Services|Web Tools,Services,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,,,1.0,2008-01-01,,,,Seed (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-058546,Toona Technologies OÜ,,http://toona.io,2015.0,Estonia,Estonia,Tartu,HealthTech,Fitness|Health and Wellness|Services,,,,,,,,,,,Estonia,Unknown,Unknown,Unknown,Low (dataset-derived),4.0,28059.0961978054,1.0,2015-10-07,,,,Closed,,closed,Not acquired,,Not IPO'd,,,Failed / Closed,0.0,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase,https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-058583,TopFachhandel UG,,http://www.topfachhandel.de,2011.0,,,,E-commerce,E-Commerce|Search,Search,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,,,1.0,2012-09-01,,,,Seed (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-058590,Topia Technology,,http://www.topiatechnology.com,1999.0,United States,United States,Tacoma,SaaS,Mobile|Software,,,,,,,,,,,United States,Unknown,Unknown,Unknown,High (dataset-derived),6734.0,1053098.0,1.0,2015-05-06,,,,Seed (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase,https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-058594,Topic.,,http://www.topic.so,2012.0,Spain,Spain,Barcelona,Media & Entertainment,Apps|Internet|iOS|Mobile|Social Media|Startups|Technology,,,,,,,,,,,Spain,Unknown,Unknown,Unknown,Medium (dataset-derived),119.0,50000.0,1.0,2014-12-14,,,,Seed (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase,https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-058599,TopLine Game Labs,,http://toplinegamelabs.com,2013.0,United States,United States,Los Angeles,Media & Entertainment,Games,Games,,,,,,,,,,United States,Unknown,Unknown,Unknown,High (dataset-derived),3740.0,25000000.0,1.0,2013-06-26,,,,Seed (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-058640,TORIA,,http://www.allmacedoniahotels.com,2007.0,North Macedonia,North Macedonia,Skopje,TravelTech,Curated Web|Hotels|Travel,Hotels,,,,,,,,,,North Macedonia,Unknown,Unknown,Unknown,Low (dataset-derived),0.0,,1.0,2008-03-05,,,,Closed,,closed,Not acquired,,Not IPO'd,,,Failed / Closed,0.0,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-058641,"TORICO Co.,Ltd.",,http://torico-corp.com/index.html,2005.0,,,,Media & Entertainment,E-Books|Entertainment Industry|Publishing,,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,,873544.0,1.0,2012-11-02,,,,Seed (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase,https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-058645,Toro Development,,http://www.toro-intl.com,2007.0,Hong Kong,Hong Kong,Hong Kong,FinTech,Mobile|Mobile Payments|NFC|Services|Social Network Media,Mobile Payments,,,,,,,,,,Hong Kong,Unknown,Unknown,Unknown,Low (dataset-derived),23.0,1472100.0,1.0,2008-01-01,,,,Seed (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-058656,Torrential,,http://torrenti.al/,2013.0,United States,United States,New York,Other / Unspecified,Internet,Internet,,,,,,,,,,United States,Unknown,Unknown,Unknown,High (dataset-derived),6495.0,750000.0,2.0,2015-07-14,,,,Early stage (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-058659,TOSA (Tests On Software Applications),,http://www.isograd.com,2010.0,France,France,Paris,EdTech,Certification Test|Education|Recruiting|Skill Assessment|Software|Training|Web Development,Software,,,,,,,,,,France,Unknown,Unknown,Unknown,Low (dataset-derived),23.0,2000000.0,3.0,2013-03-01,,,,Early stage (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-058682,Totus Power,,http://totuspower.com,2013.0,United States,United States,San Francisco,CleanTech,Clean Technology,Clean Technology,,,,,,,,,,United States,Unknown,Unknown,Unknown,High (dataset-derived),956.0,40000.0,2.0,2014-09-11,,,,Early stage (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
